'10-17-2014 17:58:51',357.0,299.0,121.0
'10-17-2014 17:58:52',217.0,54.0,201.0
'10-17-2014 17:58:53',646.0,365.0,321.0
'10-17-2014 17:58:54',681.0,2986.0,375.0
'10-17-2014 17:58:55',667.0,1431.0,31.0
'10-17-2014 17:58:56',182.0,393.0,814.0
'10-17-2014 17:58:57',1582.0,2939.0,1085.0
'10-17-2014 17:58:58',707.0,47.0,30.0
'10-17-2014 17:58:59',625.0,1980.0,349.0
'10-17-2014 17:59:00',775.0,80.0,36.0
